,Mapudungun,Quechua Ancash,Quechua Ecuatoriano,Quechua Ayacuchano,Aymara Sureño,Jaqaru,Chipaya,Uchumataqu,Cholón,Mochica,Yagan,Toba,Mocoví,Pilagá,Nivaclé,Wichí,Ayoreo,Tapiete,Kaweskar,Tehuelche,Secoya,Urarina,Ocaina,Reyesano,trumai,yanesha,Tariana,Tucano,Quechua de Huallaga
1,6,6,6,6,6,6,2,2,2,1,1,2,2,1,4,3,4,2,6,4,3,6,4,4,4,4,6,6,6
